year,record,primary_area,LA,STTS,grammar_req,EthCode,review
2017,396,!,Buckinghamshire,42,NotYes,WHB,AppendedBlankField
2017,397,!,Buckinghamshire,43,NotYes,WHB,AppendedBlankField
2017,398,!,Buckinghamshire,32,NotYes,APK,AppendedBlankField
2017,399,!,Buckinghamshire,94,NotYes,WHB,AppendedBlankField
2017,400,!,Buckinghamshire,36,NotYes,WHB,AppendedBlankField
2017,401,!,Buckinghamshire,31,NotYes,WHB,AppendedBlankField
2017,402,!,Buckinghamshire,86,NotYes,MWA,AppendedBlankField
2017,403,!,Buckinghamshire,27,NotYes,WHB,AppendedBlankField
2017,404,!,Buckinghamshire,31,NotYes,APK,AppendedBlankField
2017,405,!,Buckinghamshire,31,NotYes,APK,AppendedBlankField
2017,406,!,Buckinghamshire,39,NotYes,APK,AppendedBlankField
2017,407,!,Buckinghamshire,112,Y,APK,Yes
