year,record,primary_area,LA,STTS,grammar_req,EthCode,review
2017,2125,!,Out,118,NotYes,MissingEthnicity,No
2017,2126,!,Out,108,NotYes,AppendedBlankField,AppendedBlankField
2017,2127,!,Out,97,NotYes,MBA,AppendedBlankField
2017,2128,!,Buckinghamshire,123,Y,AppendedBlankField,AppendedBlankField
2017,2129,!,Out,104,NotYes,APK,AppendedBlankField
2017,2130,!,Out,117,NotYes,AppendedBlankField,AppendedBlankField
2017,2131,!,Out,104,NotYes,AppendedBlankField,AppendedBlankField
2017,2132,!,Out,137,Y,WHB,AppendedBlankField
2017,2133,!,Out,107,NotYes,WEN,No
2017,2134,!,Out,114,NotYes,MissingEthnicity,No
2017,2135,!,Out,100,NotYes,AppendedBlankField,AppendedBlankField
2017,2136,!,Buckinghamshire,106,NotYes,WHB,No
2017,2137,!,Out,129,Y,AppendedBlankField,AppendedBlankField
2017,2138,!,Out,135,Y,AppendedBlankField,AppendedBlankField
2017,2139,!,Out,115,NotYes,AppendedBlankField,AppendedBlankField
2017,2140,!,Buckinghamshire,166,Y,AIN,AppendedBlankField
2017,2141,!,Out,125,Y,WHA,AppendedBlankField
2017,2142,!,Out,76,NotYes,WHB,AppendedBlankField
2017,2143,!,Out,106,NotYes,AppendedBlankField,AppendedBlankField
2017,2144,!,Out,134,Y,WHB,AppendedBlankField
2017,2145,!,Out,107,NotYes,WHB,AppendedBlankField
2017,2146,!,Out,132,Y,WHB,AppendedBlankField
2017,2147,!,Out,154,Y,WHB,AppendedBlankField
2017,2148,!,Out,123,Y,WHB,AppendedBlankField
2017,2149,!,Out,111,NotYes,AppendedBlankField,AppendedBlankField
2017,2150,!,Out,138,Y,WHB,AppendedBlankField
2017,2151,!,Out,129,Y,WHB,AppendedBlankField
2017,2152,!,Out,144,Y,AIN,AppendedBlankField
2017,2153,!,Out,116,NotYes,MissingEthnicity,No
2017,2154,!,Out,157,Y,AppendedBlankField,AppendedBlankField
2017,2155,!,Out,144,Y,WHB,AppendedBlankField
2017,2156,!,Out,161,Y,WHB,AppendedBlankField
2017,2157,!,Out,83,NotYes,AppendedBlankField,AppendedBlankField
2017,2158,!,Out,147,Y,AppendedBlankField,AppendedBlankField
2017,2159,!,Out,138,Y,AIN,AppendedBlankField
2017,2160,!,Out,167,Y,AIN,AppendedBlankField
2017,2161,!,Out,111,NotYes,AppendedBlankField,AppendedBlankField
2017,2162,!,Out,86,NotYes,AppendedBlankField,AppendedBlankField
2017,2163,!,Out,125,Y,WHB,AppendedBlankField
2017,2164,!,Out,129,Y,WHB,AppendedBlankField
2017,2165,!,Out,136,Y,WHB,AppendedBlankField
2017,2166,!,Out,121,Y,ABA,AppendedBlankField
2017,2167,!,Out,115,NotYes,AppendedBlankField,AppendedBlankField
2017,2168,!,Out,133,Y,AIN,AppendedBlankField
2017,2169,!,Out,159,Y,AIN,AppendedBlankField
2017,2170,!,Out,70,NotYes,ASR,AppendedBlankField
2017,2171,!,Out,159,Y,AIN,AppendedBlankField
2017,2172,!,Out,89,NotYes,ASR,AppendedBlankField
2017,2173,!,Out,128,Y,AppendedBlankField,AppendedBlankField
2017,2174,!,Out,102,NotYes,AIN,AppendedBlankField
2017,2175,!,Out,74,NotYes,AppendedBlankField,AppendedBlankField
2017,2176,!,Out,125,Y,AIN,AppendedBlankField
2017,2177,!,Out,146,Y,AIN,AppendedBlankField
2017,2178,!,Out,108,NotYes,AppendedBlankField,AppendedBlankField
2017,2179,!,Out,150,Y,AppendedBlankField,AppendedBlankField
2017,2180,!,Out,93,NotYes,MWA,AppendedBlankField
2017,2181,!,Out,110,NotYes,CHE,AppendedBlankField
2017,2182,!,Out,122,Y,AIN,AppendedBlankField
2017,2183,!,Out,119,NotYes,AppendedBlankField,AppendedBlankField
2017,2184,!,Out,138,Y,AppendedBlankField,AppendedBlankField
2017,2185,!,Out,124,Y,AppendedBlankField,AppendedBlankField
2017,2186,!,Out,141,Y,AppendedBlankField,AppendedBlankField
2017,2187,!,Out,134,Y,AppendedBlankField,AppendedBlankField
2017,2188,!,Out,92,NotYes,AppendedBlankField,AppendedBlankField
2017,2189,!,Out,42,NotYes,ASR,AppendedBlankField
2017,2190,!,Out,109,NotYes,AppendedBlankField,AppendedBlankField
2017,2191,!,Out,71,NotYes,MWA,AppendedBlankField
2017,2192,!,Out,87,NotYes,AppendedBlankField,AppendedBlankField
2017,2193,!,Out,156,Y,WHB,AppendedBlankField
2017,2194,!,Out,135,Y,WEN,AppendedBlankField
2017,2195,!,Out,163,Y,AppendedBlankField,AppendedBlankField
2017,2196,!,Out,102,NotYes,AppendedBlankField,AppendedBlankField
2017,2197,!,Out,132,Y,AIN,AppendedBlankField
2017,2198,!,Out,104,NotYes,AppendedBlankField,AppendedBlankField
2017,2199,!,Out,144,Y,AppendedBlankField,AppendedBlankField
2017,2200,!,Out,159,Y,AppendedBlankField,AppendedBlankField
2017,2201,!,Out,112,NotYes,AIN,AppendedBlankField
2017,2202,!,Out,95,NotYes,AppendedBlankField,AppendedBlankField
2017,2203,!,Buckinghamshire,80,NotYes,WHB,AppendedBlankField
2017,2204,!,Buckinghamshire,144,Y,MWB,AppendedBlankField
2017,2205,!,Buckinghamshire,155,Y,WHB,AppendedBlankField
2017,2206,!,Buckinghamshire,84,NotYes,WHB,AppendedBlankField
2017,2207,!,Buckinghamshire,153,Y,MWA,AppendedBlankField
2017,2208,!,Buckinghamshire,141,Y,BLF,AppendedBlankField
2017,2209,!,Buckinghamshire,149,Y,BLB,AppendedBlankField
2017,2210,!,Buckinghamshire,130,Y,APK,AppendedBlankField
2017,2211,!,Buckinghamshire,150,Y,WHB,AppendedBlankField
2017,2212,!,Buckinghamshire,140,Y,APK,AppendedBlankField
2017,2213,!,Buckinghamshire,154,Y,APK,AppendedBlankField
2017,2214,!,Buckinghamshire,156,Y,AIN,AppendedBlankField
2017,2215,!,Buckinghamshire,150,Y,APK,AppendedBlankField
2017,2216,!,Buckinghamshire,143,Y,AIN,AppendedBlankField
2017,2217,!,Buckinghamshire,157,Y,AppendedBlankField,AppendedBlankField
2017,2218,!,Buckinghamshire,157,Y,APK,AppendedBlankField
2017,2219,!,Buckinghamshire,155,Y,AIN,AppendedBlankField
2017,2220,!,Buckinghamshire,143,Y,WHB,AppendedBlankField
2017,2221,!,Buckinghamshire,134,Y,APK,AppendedBlankField
2017,2222,!,Buckinghamshire,128,Y,APK,AppendedBlankField
2017,2223,!,Buckinghamshire,67,NotYes,WHB,AppendedBlankField
2017,2224,!,Buckinghamshire,66,NotYes,WHB,AppendedBlankField
2017,2225,!,Buckinghamshire,110,NotYes,BLF,No
2017,2226,!,Buckinghamshire,149,Y,MWA,AppendedBlankField
2017,2227,!,Buckinghamshire,72,NotYes,MOT,AppendedBlankField
2017,2228,!,Buckinghamshire,95,NotYes,WHB,No
2017,2229,!,Buckinghamshire,116,Y,WHB,Yes
2017,2230,!,Buckinghamshire,128,Y,WHB,AppendedBlankField
2017,2231,!,Buckinghamshire,154,Y,WHB,AppendedBlankField
2017,2232,!,Buckinghamshire,124,Y,WHB,AppendedBlankField
2017,2233,!,Buckinghamshire,145,Y,WHB,AppendedBlankField
2017,2234,!,Buckinghamshire,123,Y,WHB,AppendedBlankField
2017,2235,!,Buckinghamshire,108,NotYes,WHB,AppendedBlankField
2017,2236,!,Buckinghamshire,58,NotYes,WHB,AppendedBlankField
2017,2237,!,Buckinghamshire,120,Y,WHB,Yes
2017,2238,!,Buckinghamshire,118,Y,WHB,Yes
2017,2239,!,Buckinghamshire,136,Y,WHB,AppendedBlankField
2017,2240,!,Buckinghamshire,56,NotYes,WHB,AppendedBlankField
2017,2241,!,Buckinghamshire,156,Y,WHB,AppendedBlankField
2017,2242,!,Buckinghamshire,97,NotYes,APK,AppendedBlankField
2017,2243,!,Buckinghamshire,113,NotYes,WHB,No
2017,2244,!,Buckinghamshire,126,Y,WHB,AppendedBlankField
2017,2245,!,Buckinghamshire,95,NotYes,REF,AppendedBlankField
2017,2246,!,Buckinghamshire,69,NotYes,WHB,AppendedBlankField
2017,2247,!,Buckinghamshire,106,NotYes,WHB,AppendedBlankField
2017,2248,!,Buckinghamshire,101,NotYes,AIN,AppendedBlankField
2017,2249,!,Buckinghamshire,109,NotYes,WHB,AppendedBlankField
2017,2250,!,Buckinghamshire,134,Y,WHB,AppendedBlankField
2017,2251,!,Buckinghamshire,64,NotYes,WHB,AppendedBlankField
2017,2252,!,Buckinghamshire,82,NotYes,WHB,AppendedBlankField
2017,2253,!,Buckinghamshire,110,NotYes,WHB,No
2017,2254,!,Buckinghamshire,143,Y,WHB,AppendedBlankField
2017,2255,!,Buckinghamshire,71,NotYes,WHB,AppendedBlankField
2017,2256,!,Buckinghamshire,97,NotYes,WHB,AppendedBlankField
2017,2257,!,Buckinghamshire,140,Y,WHB,AppendedBlankField
2017,2258,!,Buckinghamshire,7,NotYes,WHB,AppendedBlankField
2017,2259,!,Buckinghamshire,107,NotYes,WHB,No
2017,2260,!,Buckinghamshire,46,NotYes,WHA,AppendedBlankField
2017,2261,!,Buckinghamshire,71,NotYes,WHB,AppendedBlankField
2017,2262,!,Buckinghamshire,48,NotYes,WHB,AppendedBlankField
2017,2263,!,Buckinghamshire,124,Y,AppendedBlankField,AppendedBlankField
2017,2264,!,Buckinghamshire,118,Y,AIN,Yes
2017,2265,!,Buckinghamshire,127,Y,WHB,AppendedBlankField
2017,2266,!,Buckinghamshire,142,Y,AppendedBlankField,AppendedBlankField
2017,2267,!,Buckinghamshire,140,Y,AAO,AppendedBlankField
2017,2268,!,Buckinghamshire,83,NotYes,AIN,AppendedBlankField
2017,2269,!,Buckinghamshire,135,Y,WHB,AppendedBlankField
2017,2270,!,Buckinghamshire,116,Y,WHB,Yes
2017,2271,!,Buckinghamshire,105,NotYes,WES,No
2017,2272,!,Out,51,NotYes,BLF,AppendedBlankField
2017,2273,!,Out,125,Y,ABA,AppendedBlankField
2017,2274,!,Buckinghamshire,123,Y,WHB,AppendedBlankField
2017,2275,!,Buckinghamshire,54,NotYes,WHB,AppendedBlankField
2017,2276,!,Buckinghamshire,104,NotYes,MWB,AppendedBlankField
2017,2277,!,Buckinghamshire,76,NotYes,WHB,AppendedBlankField
2017,2278,!,Buckinghamshire,127,Y,WHA,AppendedBlankField
2017,2279,!,Buckinghamshire,114,NotYes,WHA,No
2017,2280,!,Buckinghamshire,141,Y,WHB,AppendedBlankField
2017,2281,!,Buckinghamshire,144,Y,WHB,AppendedBlankField
2017,2282,!,Buckinghamshire,95,NotYes,WHA,AppendedBlankField
2017,2283,!,Buckinghamshire,151,Y,REF,AppendedBlankField
2017,2284,!,Buckinghamshire,159,Y,WHB,AppendedBlankField
2017,2285,!,Buckinghamshire,161,Y,WHA,AppendedBlankField
2017,2286,!,Buckinghamshire,124,Y,AIN,AppendedBlankField
2017,2287,!,Buckinghamshire,143,Y,WHA,AppendedBlankField
2017,2288,!,Buckinghamshire,144,Y,WHB,AppendedBlankField
2017,2289,!,Buckinghamshire,153,Y,WHB,AppendedBlankField
2017,2290,!,Buckinghamshire,144,Y,WHB,AppendedBlankField
2017,2291,!,Buckinghamshire,123,Y,WHB,AppendedBlankField
2017,2292,!,Buckinghamshire,110,NotYes,WHB,No
2017,2293,!,Buckinghamshire,61,NotYes,REF,AppendedBlankField
2017,2294,!,Buckinghamshire,124,Y,WHB,AppendedBlankField
2017,2295,!,Buckinghamshire,141,Y,WHB,AppendedBlankField
2017,2296,!,Buckinghamshire,67,NotYes,WHB,AppendedBlankField
2017,2297,!,Buckinghamshire,97,NotYes,WHB,AppendedBlankField
2017,2298,!,Buckinghamshire,135,Y,WHB,AppendedBlankField
2017,2299,!,Buckinghamshire,49,NotYes,WHB,AppendedBlankField
2017,2300,!,Buckinghamshire,145,Y,WHB,AppendedBlankField
2017,2301,!,Buckinghamshire,160,Y,WHB,AppendedBlankField
2017,2302,!,Buckinghamshire,105,NotYes,WHA,No
2017,2303,!,Buckinghamshire,59,NotYes,WHA,AppendedBlankField
2017,2304,!,Buckinghamshire,47,NotYes,WHB,AppendedBlankField
2017,2305,!,Buckinghamshire,134,Y,WHB,AppendedBlankField
2017,2306,!,Buckinghamshire,114,NotYes,WHB,AppendedBlankField
2017,2307,!,Buckinghamshire,100,NotYes,WHB,AppendedBlankField
2017,2308,!,Buckinghamshire,80,NotYes,WHR,AppendedBlankField
2017,2309,!,Buckinghamshire,82,NotYes,WHB,AppendedBlankField
2017,2310,!,Buckinghamshire,121,Y,WHB,AppendedBlankField
2017,2311,!,Buckinghamshire,139,Y,WHB,AppendedBlankField
2017,2312,!,Buckinghamshire,89,NotYes,WHB,AppendedBlankField
2017,2313,!,Buckinghamshire,104,NotYes,WHB,AppendedBlankField
2017,2314,!,Buckinghamshire,105,NotYes,WHB,AppendedBlankField
2017,2315,!,Buckinghamshire,89,NotYes,WHB,AppendedBlankField
2017,2316,!,Buckinghamshire,126,Y,WHB,AppendedBlankField
2017,2317,!,Buckinghamshire,122,Y,WHB,AppendedBlankField
2017,2318,!,Out,144,Y,WHB,AppendedBlankField
2017,2319,!,Out,96,NotYes,WHB,No
2017,2320,!,Out,126,Y,APK,AppendedBlankField
2017,2321,!,Out,148,Y,APK,AppendedBlankField
2017,2322,!,Out,138,Y,MOT,AppendedBlankField
2017,2323,!,Out,138,Y,AppendedBlankField,AppendedBlankField
2017,2324,!,Out,124,Y,AIN,AppendedBlankField
2017,2325,!,Out,130,Y,WEN,AppendedBlankField
2017,2326,!,Out,90,NotYes,WEN,AppendedBlankField
2017,2327,!,Out,130,Y,WEN,AppendedBlankField
2017,2328,!,Out,118,NotYes,WHB,AppendedBlankField
2017,2329,!,Out,117,NotYes,AppendedBlankField,AppendedBlankField
2017,2330,!,Out,123,Y,AppendedBlankField,AppendedBlankField
2017,2331,!,Buckinghamshire,150,Y,AppendedBlankField,AppendedBlankField
2017,2332,!,Buckinghamshire,149,Y,MWA,AppendedBlankField
2017,2333,!,Buckinghamshire,137,Y,WHB,AppendedBlankField
2017,2334,!,Buckinghamshire,132,Y,WHR,AppendedBlankField
2017,2335,!,Buckinghamshire,135,Y,WHB,AppendedBlankField
2017,2336,!,Buckinghamshire,152,Y,WHB,AppendedBlankField
2017,2337,!,Buckinghamshire,110,NotYes,WHB,No
2017,2338,!,Buckinghamshire,126,Y,AppendedBlankField,AppendedBlankField
2017,2339,!,Buckinghamshire,133,Y,MWA,AppendedBlankField
2017,2340,!,Buckinghamshire,140,Y,WEN,AppendedBlankField
2017,2341,!,Buckinghamshire,132,Y,WHB,AppendedBlankField
2017,2342,!,Buckinghamshire,49,NotYes,AppendedBlankField,AppendedBlankField
2017,2343,!,Buckinghamshire,100,NotYes,AppendedBlankField,AppendedBlankField
2017,2344,!,Buckinghamshire,114,NotYes,AppendedBlankField,AppendedBlankField
2017,2345,!,Buckinghamshire,99,NotYes,MissingEthnicity,No
2017,2346,!,Buckinghamshire,143,Y,AIN,AppendedBlankField
2017,2347,!,Buckinghamshire,94,NotYes,BLB,AppendedBlankField
2017,2348,!,Buckinghamshire,91,NotYes,AppendedBlankField,AppendedBlankField
2017,2349,!,Buckinghamshire,93,NotYes,AppendedBlankField,AppendedBlankField
2017,2350,!,Buckinghamshire,96,NotYes,AppendedBlankField,AppendedBlankField
2017,2351,!,Buckinghamshire,125,Y,AppendedBlankField,AppendedBlankField
2017,2352,!,Buckinghamshire,136,Y,MWA,AppendedBlankField
2017,2353,!,Buckinghamshire,58,NotYes,WHB,AppendedBlankField
2017,2354,!,Buckinghamshire,50,NotYes,WEN,AppendedBlankField
2017,2355,!,Buckinghamshire,109,NotYes,AppendedBlankField,AppendedBlankField
2017,2356,!,Buckinghamshire,111,NotYes,MWA,No
2017,2357,!,Buckinghamshire,109,NotYes,AppendedBlankField,AppendedBlankField
2017,2358,!,Buckinghamshire,77,NotYes,AppendedBlankField,AppendedBlankField
2017,2359,!,Buckinghamshire,132,Y,WHB,AppendedBlankField
2017,2360,!,Out,55,NotYes,AppendedBlankField,AppendedBlankField
2017,2361,!,Out,127,Y,AIN,AppendedBlankField
2017,2362,!,Out,107,NotYes,AppendedBlankField,AppendedBlankField
2017,2363,!,Out,119,NotYes,MissingEthnicity,No
2017,2364,!,Out,33,NotYes,ASR,AppendedBlankField
2017,2365,!,Out,112,NotYes,WEN,AppendedBlankField
2017,2366,!,Out,152,Y,AppendedBlankField,AppendedBlankField
2017,2367,!,Out,98,NotYes,AppendedBlankField,AppendedBlankField
2017,2368,!,Out,164,Y,AppendedBlankField,AppendedBlankField
2017,2369,!,Out,123,Y,AppendedBlankField,AppendedBlankField
2017,2370,!,Out,33,NotYes,AIN,AppendedBlankField
2017,2371,!,Out,73,NotYes,AppendedBlankField,AppendedBlankField
2017,2372,!,Out,53,NotYes,AppendedBlankField,AppendedBlankField
2017,2373,!,Out,131,Y,AppendedBlankField,AppendedBlankField
2017,2374,!,Out,86,NotYes,WHB,AppendedBlankField
2017,2375,!,Out,124,Y,AppendedBlankField,AppendedBlankField
2017,2376,!,Out,125,Y,WEN,AppendedBlankField
2017,2377,!,Out,115,NotYes,MissingEthnicity,No
2017,2378,!,Out,136,Y,AppendedBlankField,AppendedBlankField
2017,2379,!,Out,101,NotYes,AIN,No
2017,2380,!,Out,120,Y,MissingEthnicity,Yes
2017,2381,!,Out,108,NotYes,MissingEthnicity,No
2017,2382,!,Out,147,Y,AIN,AppendedBlankField
2017,2383,!,Out,132,Y,AIN,AppendedBlankField
2017,2384,!,Out,117,Y,MissingEthnicity,Yes
2017,2385,!,Out,131,Y,AppendedBlankField,AppendedBlankField
2017,2386,!,Out,148,Y,ABA,AppendedBlankField
2017,2387,!,Out,139,Y,AppendedBlankField,AppendedBlankField
2017,2388,!,Out,85,NotYes,AAO,AppendedBlankField
2017,2389,!,Out,131,Y,APK,AppendedBlankField
2017,2390,!,Buckinghamshire,44,NotYes,ABA,AppendedBlankField
2017,2391,!,Buckinghamshire,55,NotYes,WHA,AppendedBlankField
2017,2392,!,Buckinghamshire,41,NotYes,WRO,AppendedBlankField
2017,2393,!,Buckinghamshire,109,NotYes,OEO,AppendedBlankField
2017,2394,!,Buckinghamshire,78,NotYes,WHB,AppendedBlankField
2017,2395,!,Buckinghamshire,102,NotYes,WHB,AppendedBlankField
2017,2396,!,Buckinghamshire,32,NotYes,OEO,AppendedBlankField
2017,2397,!,Buckinghamshire,68,NotYes,MWA,AppendedBlankField
2017,2398,!,Buckinghamshire,98,NotYes,WHB,AppendedBlankField
2017,2399,!,Buckinghamshire,45,NotYes,WHB,AppendedBlankField
2017,2400,!,Buckinghamshire,47,NotYes,WHB,AppendedBlankField
2017,2401,!,Buckinghamshire,158,Y,WHB,AppendedBlankField
2017,2402,!,Buckinghamshire,47,NotYes,WHB,AppendedBlankField
2017,2403,!,Buckinghamshire,45,NotYes,APK,AppendedBlankField
2017,2404,!,Buckinghamshire,110,NotYes,APK,No
2017,2405,!,Buckinghamshire,158,Y,APK,AppendedBlankField
2017,2406,!,Buckinghamshire,94,NotYes,WHB,AppendedBlankField
2017,2407,!,Buckinghamshire,92,NotYes,WHB,AppendedBlankField
2017,2408,!,Buckinghamshire,95,NotYes,APK,AppendedBlankField
2017,2409,!,Buckinghamshire,107,NotYes,WHB,AppendedBlankField
2017,2410,!,Buckinghamshire,88,NotYes,WHB,AppendedBlankField
2017,2411,!,Buckinghamshire,84,NotYes,WHB,AppendedBlankField
2017,2412,!,Buckinghamshire,75,NotYes,APK,AppendedBlankField
2017,2413,!,Buckinghamshire,54,NotYes,AIN,AppendedBlankField
2017,2414,!,Buckinghamshire,32,NotYes,BLB,AppendedBlankField
2017,2415,!,Buckinghamshire,47,NotYes,MWB,AppendedBlankField
2017,2416,!,Buckinghamshire,54,NotYes,BLF,AppendedBlankField
2017,2417,!,Buckinghamshire,96,NotYes,MWB,AppendedBlankField
2017,2418,!,Buckinghamshire,37,NotYes,NOT,AppendedBlankField
2017,2419,!,Buckinghamshire,125,Y,WHB,AppendedBlankField
2017,2420,!,Buckinghamshire,70,NotYes,BLB,AppendedBlankField
2017,2421,!,Buckinghamshire,89,NotYes,APK,AppendedBlankField
2017,2422,!,Buckinghamshire,29,NotYes,APK,AppendedBlankField
2017,2423,!,Buckinghamshire,45,NotYes,APK,AppendedBlankField
2017,2424,!,Buckinghamshire,57,NotYes,APK,AppendedBlankField
2017,2425,!,Buckinghamshire,36,NotYes,APK,AppendedBlankField
2017,2426,!,Buckinghamshire,68,NotYes,APK,AppendedBlankField
2017,2427,!,Buckinghamshire,57,NotYes,APK,AppendedBlankField
2017,2428,!,Buckinghamshire,103,NotYes,WHA,AppendedBlankField
2017,2429,!,Buckinghamshire,57,NotYes,WHA,AppendedBlankField
2017,2430,!,Buckinghamshire,142,Y,AIN,AppendedBlankField
2017,2431,!,Buckinghamshire,143,Y,AIN,AppendedBlankField
2017,2432,!,Buckinghamshire,86,NotYes,BLB,AppendedBlankField
2017,2433,!,Buckinghamshire,62,NotYes,APK,AppendedBlankField
2017,2434,!,Buckinghamshire,61,NotYes,APK,AppendedBlankField
2017,2435,!,Buckinghamshire,94,NotYes,APK,No
2017,2436,!,Buckinghamshire,109,NotYes,AAO,No
2017,2437,!,Buckinghamshire,39,NotYes,WHB,AppendedBlankField
2017,2438,!,Buckinghamshire,58,NotYes,APK,AppendedBlankField
2017,2439,!,Buckinghamshire,58,NotYes,WHB,AppendedBlankField
2017,2440,!,Buckinghamshire,29,NotYes,APK,AppendedBlankField
2017,2441,!,Buckinghamshire,92,NotYes,WHA,AppendedBlankField
2017,2442,!,Buckinghamshire,92,NotYes,OEO,AppendedBlankField
2017,2443,!,Buckinghamshire,80,NotYes,WHB,AppendedBlankField
2017,2444,!,Buckinghamshire,98,NotYes,WHB,AppendedBlankField
2017,2445,!,Buckinghamshire,64,NotYes,APK,AppendedBlankField
2017,2446,!,Buckinghamshire,60,NotYes,MBA,AppendedBlankField
2017,2447,!,Buckinghamshire,28,NotYes,APK,AppendedBlankField
2017,2448,!,Buckinghamshire,118,NotYes,REF,No
2017,2449,!,Buckinghamshire,142,Y,WHB,AppendedBlankField
2017,2450,!,Buckinghamshire,115,Y,BLB,Yes
2017,2451,!,Buckinghamshire,115,NotYes,WHB,AppendedBlankField
2017,2452,!,Buckinghamshire,42,NotYes,MWB,AppendedBlankField
2017,2453,!,Buckinghamshire,65,NotYes,WHB,AppendedBlankField
2017,2454,!,Buckinghamshire,98,NotYes,APK,AppendedBlankField
2017,2455,!,Buckinghamshire,65,NotYes,APK,AppendedBlankField
2017,2456,!,Buckinghamshire,52,NotYes,WHB,AppendedBlankField
2017,2457,!,Out,116,NotYes,ASR,AppendedBlankField
2017,2458,!,Buckinghamshire,107,NotYes,AppendedBlankField,AppendedBlankField
2017,2459,!,Out,116,NotYes,MWA,AppendedBlankField
2017,2460,!,Out,116,NotYes,WHB,No
2017,2461,!,Out,138,Y,AppendedBlankField,AppendedBlankField
2017,2462,!,Buckinghamshire,142,Y,APK,AppendedBlankField
2017,2463,!,Buckinghamshire,91,NotYes,WHB,AppendedBlankField
2017,2464,!,Buckinghamshire,61,NotYes,WHB,AppendedBlankField
2017,2465,!,Buckinghamshire,104,NotYes,WHB,AppendedBlankField
2017,2466,!,Buckinghamshire,129,Y,WHB,AppendedBlankField
2017,2467,!,Buckinghamshire,130,Y,WHB,AppendedBlankField
2017,2468,!,Buckinghamshire,58,NotYes,WHA,AppendedBlankField
2017,2469,!,Buckinghamshire,83,NotYes,WHB,AppendedBlankField
2017,2470,!,Buckinghamshire,41,NotYes,WHA,AppendedBlankField
2017,2471,!,Buckinghamshire,131,Y,WHB,AppendedBlankField
2017,2472,!,Buckinghamshire,94,NotYes,WHB,AppendedBlankField
2017,2473,!,Buckinghamshire,150,Y,AIN,AppendedBlankField
2017,2474,!,Buckinghamshire,104,NotYes,WHB,AppendedBlankField
2017,2475,!,Out,120,Y,WHB,Yes
2017,2476,!,Out,47,NotYes,WHB,AppendedBlankField
2017,2477,!,Out,51,NotYes,WHB,AppendedBlankField
2017,2478,!,Out,66,NotYes,WHB,AppendedBlankField
2017,2479,!,Out,65,NotYes,WHB,AppendedBlankField
2017,2480,!,Out,90,NotYes,WHB,AppendedBlankField
2017,2481,!,Out,47,NotYes,WHB,AppendedBlankField
2017,2482,!,Out,119,NotYes,AAO,AppendedBlankField
2017,2483,!,Out,118,Y,AIN,Yes
2017,2484,!,Out,142,Y,AppendedBlankField,AppendedBlankField
2017,2485,!,Out,92,NotYes,AppendedBlankField,AppendedBlankField
2017,2486,!,Out,158,Y,BLF,AppendedBlankField
2017,2487,!,Buckinghamshire,112,NotYes,WHB,AppendedBlankField
2017,2488,!,Buckinghamshire,86,NotYes,APK,AppendedBlankField
2017,2489,!,Buckinghamshire,96,NotYes,WHB,No
2017,2490,!,Buckinghamshire,92,NotYes,REF,AppendedBlankField
2017,2491,!,Buckinghamshire,116,NotYes,WHB,No
2017,2492,!,Buckinghamshire,90,NotYes,WHB,AppendedBlankField
2017,2493,!,Buckinghamshire,42,NotYes,MWA,AppendedBlankField
2017,2494,!,Buckinghamshire,130,Y,WHB,AppendedBlankField
2017,2495,!,Buckinghamshire,61,NotYes,WHB,AppendedBlankField
2017,2496,!,Buckinghamshire,100,NotYes,WHB,AppendedBlankField
2017,2497,!,Buckinghamshire,123,Y,MOT,AppendedBlankField
2017,2498,!,Buckinghamshire,146,Y,WHA,AppendedBlankField
2017,2499,!,Buckinghamshire,15,NotYes,WHB,AppendedBlankField
2017,2500,!,Buckinghamshire,65,NotYes,WHB,AppendedBlankField
2017,2501,!,Buckinghamshire,84,NotYes,WHB,AppendedBlankField
2017,2502,!,Buckinghamshire,104,NotYes,WHB,AppendedBlankField
2017,2503,!,Buckinghamshire,68,NotYes,WHB,AppendedBlankField
2017,2504,!,Buckinghamshire,141,Y,AAO,AppendedBlankField
2017,2505,!,Buckinghamshire,78,NotYes,WHB,AppendedBlankField
2017,2506,!,Buckinghamshire,74,NotYes,REF,AppendedBlankField
2017,2507,!,Buckinghamshire,107,NotYes,WHB,No
2017,2508,!,Buckinghamshire,80,NotYes,WHB,AppendedBlankField
2017,2509,!,Buckinghamshire,52,NotYes,WHB,AppendedBlankField
2017,2510,!,Buckinghamshire,147,Y,AIN,AppendedBlankField
2017,2511,!,Buckinghamshire,64,NotYes,WHB,AppendedBlankField
2017,2512,!,Buckinghamshire,109,NotYes,WHB,AppendedBlankField
2017,2513,!,Buckinghamshire,124,Y,WHB,AppendedBlankField
2017,2514,!,Buckinghamshire,83,NotYes,WHB,AppendedBlankField
2017,2515,!,Buckinghamshire,73,NotYes,WHB,AppendedBlankField
2017,2516,!,Buckinghamshire,156,Y,AAO,AppendedBlankField
2017,2517,!,Buckinghamshire,75,NotYes,WHB,AppendedBlankField
2017,2518,!,Buckinghamshire,123,Y,AIN,AppendedBlankField
2017,2519,!,Buckinghamshire,139,Y,AAO,AppendedBlankField
2017,2520,!,Buckinghamshire,131,Y,WHB,AppendedBlankField
2017,2521,!,Buckinghamshire,90,NotYes,APK,AppendedBlankField
2017,2522,!,Buckinghamshire,137,Y,AIN,AppendedBlankField
2017,2523,!,Buckinghamshire,127,Y,AIN,AppendedBlankField
2017,2524,!,Buckinghamshire,141,Y,REF,AppendedBlankField
2017,2525,!,Buckinghamshire,149,Y,AIN,AppendedBlankField
2017,2526,!,Buckinghamshire,32,NotYes,WHB,AppendedBlankField
2017,2527,!,Buckinghamshire,66,NotYes,WHB,AppendedBlankField
2017,2528,!,Buckinghamshire,149,Y,WHB,AppendedBlankField
2017,2529,!,Buckinghamshire,99,NotYes,WHB,AppendedBlankField
2017,2530,!,Buckinghamshire,109,NotYes,WHB,AppendedBlankField
