year,record,primary_area,LA,STTS,grammar_req,EthCode,review
2018,109,!,Buckinghamshire,85,NotYes,APK,AppendedBlankField
2018,110,!,Buckinghamshire,134,Y,WHB,AppendedBlankField
2018,111,!,Out,109,NotYes,NOT,AppendedBlankField
2018,112,!,Buckinghamshire,90,NotYes,WHB,AppendedBlankField
2018,113,!,Buckinghamshire,97,NotYes,WHA,AppendedBlankField
2018,114,!,Out,110,NotYes,NOT,No
2018,115,!,Buckinghamshire,140,Y,WHB,AppendedBlankField
2018,116,!,Out,113,NotYes,WHA,AppendedBlankField
2018,117,!,Buckinghamshire,110,NotYes,APK,AppendedBlankField
2018,118,!,Buckinghamshire,119,Y,MWA,Yes
2018,119,!,Buckinghamshire,105,NotYes,WHB,AppendedBlankField
2018,120,!,Out,87,NotYes,WHA,AppendedBlankField
2018,121,!,Buckinghamshire,93,NotYes,WHB,AppendedBlankField
2018,122,!,Out,144,Y,AIN,AppendedBlankField
2018,123,!,Buckinghamshire,126,Y,AIN,AppendedBlankField
2018,124,!,Buckinghamshire,101,NotYes,WHB,AppendedBlankField
2018,125,!,Buckinghamshire,92,NotYes,WHB,AppendedBlankField
2018,126,!,Buckinghamshire,82,NotYes,WHB,AppendedBlankField
2018,127,!,Buckinghamshire,118,Y,WHB,Yes
2018,128,!,Buckinghamshire,120,Y,WHB,Yes
2018,129,!,Buckinghamshire,76,NotYes,WHB,AppendedBlankField
2018,130,!,Buckinghamshire,92,NotYes,WHB,AppendedBlankField
2018,131,!,Buckinghamshire,136,Y,REF,AppendedBlankField
2018,132,!,Buckinghamshire,112,NotYes,WHB,AppendedBlankField
2018,133,!,Buckinghamshire,116,NotYes,CHE,AppendedBlankField
2018,134,!,Buckinghamshire,108,NotYes,MBA,AppendedBlankField
2018,135,!,Out,145,Y,AIN,AppendedBlankField
2018,136,!,Buckinghamshire,84,NotYes,WHB,AppendedBlankField
2018,137,!,Buckinghamshire,106,NotYes,WHB,AppendedBlankField
2018,138,!,Buckinghamshire,84,NotYes,WHB,AppendedBlankField
2018,139,!,Buckinghamshire,75,NotYes,MBA,AppendedBlankField
2018,140,!,Out,92,NotYes,BLF,AppendedBlankField
2018,141,!,Buckinghamshire,87,NotYes,WHA,AppendedBlankField
2018,142,!,Out,93,NotYes,AIN,AppendedBlankField
2018,143,!,Buckinghamshire,131,Y,WHB,AppendedBlankField
2018,144,!,Out,126,Y,AIN,AppendedBlankField
2018,145,!,Buckinghamshire,89,NotYes,OEO,AppendedBlankField
2018,146,!,Out,98,NotYes,WHB,AppendedBlankField
2018,147,!,Buckinghamshire,102,NotYes,WHB,AppendedBlankField
2018,148,!,Out,95,NotYes,BLF,AppendedBlankField
2018,149,!,Out,131,Y,AIN,AppendedBlankField
2018,150,!,Out,127,Y,NOT,AppendedBlankField
2018,151,!,Buckinghamshire,138,Y,WHB,AppendedBlankField
2018,152,!,Out,114,NotYes,APK,AppendedBlankField
2018,153,!,Buckinghamshire,92,NotYes,WHB,No
2018,154,!,Buckinghamshire,124,Y,WHB,AppendedBlankField
2018,155,!,Out,86,NotYes,REF,AppendedBlankField
2018,156,!,Out,109,NotYes,NOT,AppendedBlankField
2018,157,!,Buckinghamshire,90,NotYes,APK,AppendedBlankField
2018,158,!,Out,111,NotYes,AIN,No
2018,159,!,Out,109,NotYes,NOT,AppendedBlankField
2018,160,!,Buckinghamshire,102,NotYes,MWA,AppendedBlankField
2018,161,!,Buckinghamshire,117,NotYes,APK,No
2018,162,!,Buckinghamshire,85,NotYes,WHB,AppendedBlankField
2018,163,!,Buckinghamshire,77,NotYes,WHB,AppendedBlankField
2018,164,!,Out,110,NotYes,CHE,AppendedBlankField
2018,165,!,Out,117,NotYes,NOT,No
2018,166,!,Out,106,NotYes,AIN,AppendedBlankField
2018,167,!,Out,142,Y,BLF,AppendedBlankField
2018,168,!,Buckinghamshire,98,NotYes,APK,AppendedBlankField
2018,169,!,Buckinghamshire,130,Y,WHB,AppendedBlankField
2018,170,!,Out,95,NotYes,BLB,AppendedBlankField
2018,171,!,Buckinghamshire,128,Y,WHA,AppendedBlankField
2018,172,!,Buckinghamshire,123,Y,AIN,AppendedBlankField
2018,173,!,Buckinghamshire,99,NotYes,WHB,AppendedBlankField
2018,174,!,Buckinghamshire,110,Y,WHB,Yes
2018,175,!,Out,69,NotYes,WHB,AppendedBlankField
2018,176,!,Out,122,Y,AppendedBlankField,AppendedBlankField
2018,177,!,Buckinghamshire,84,NotYes,WHB,AppendedBlankField
2018,178,!,Out,131,Y,WHB,AppendedBlankField
2018,179,!,Buckinghamshire,79,NotYes,WHB,AppendedBlankField
2018,180,!,Out,124,Y,WHB,AppendedBlankField
2018,181,!,Buckinghamshire,127,Y,WHB,AppendedBlankField
2018,182,!,Buckinghamshire,141,Y,WHB,AppendedBlankField
2018,183,!,Buckinghamshire,120,Y,WHB,Yes
2018,184,!,Buckinghamshire,122,Y,WHB,AppendedBlankField
2018,185,!,Buckinghamshire,125,Y,WHB,AppendedBlankField
2018,186,!,Out,118,Y,WHB,Yes
2018,187,!,Buckinghamshire,90,NotYes,WHB,AppendedBlankField
2018,188,!,Buckinghamshire,104,NotYes,WHB,AppendedBlankField
2018,189,!,Buckinghamshire,76,NotYes,WHA,AppendedBlankField
2018,190,!,Buckinghamshire,98,NotYes,AIN,AppendedBlankField
2018,191,!,Buckinghamshire,110,NotYes,WHB,AppendedBlankField
2018,192,!,Buckinghamshire,109,NotYes,MBA,AppendedBlankField
2018,193,!,Out,110,NotYes,AAO,AppendedBlankField
2018,194,!,Out,124,Y,MWB,AppendedBlankField
2018,195,!,Buckinghamshire,111,NotYes,REF,AppendedBlankField
2018,196,!,Buckinghamshire,143,Y,WHB,AppendedBlankField
2018,197,!,Out,137,Y,BLF,AppendedBlankField
2018,198,!,Buckinghamshire,103,NotYes,WHB,AppendedBlankField
2018,199,!,Buckinghamshire,132,Y,WHB,AppendedBlankField
2018,200,!,Out,107,NotYes,MBA,AppendedBlankField
2018,201,!,Buckinghamshire,129,Y,WHB,AppendedBlankField
2018,202,!,Buckinghamshire,138,Y,AIN,AppendedBlankField
2018,203,!,Buckinghamshire,95,NotYes,APK,AppendedBlankField
2018,204,!,Out,151,Y,AIN,AppendedBlankField
2018,205,!,Out,131,Y,APK,AppendedBlankField
2018,206,!,Buckinghamshire,97,NotYes,WHB,AppendedBlankField
2018,207,!,Out,137,Y,AIN,AppendedBlankField
2018,208,!,Buckinghamshire,109,NotYes,WHB,AppendedBlankField
2018,209,!,Buckinghamshire,108,NotYes,WHB,AppendedBlankField
2018,210,!,Buckinghamshire,115,NotYes,WHB,AppendedBlankField
2018,211,!,Buckinghamshire,124,Y,CHE,AppendedBlankField
2018,212,!,Buckinghamshire,111,NotYes,WHB,AppendedBlankField
2018,213,!,Out,111,NotYes,AIN,AppendedBlankField
2018,214,!,Buckinghamshire,99,NotYes,WHB,AppendedBlankField
2018,215,!,Buckinghamshire,128,Y,WHB,AppendedBlankField
2018,216,!,Out,132,Y,NOT,AppendedBlankField
2018,217,!,Buckinghamshire,108,NotYes,WHB,AppendedBlankField
2018,218,!,Buckinghamshire,133,Y,AIN,AppendedBlankField
2018,219,!,Out,107,NotYes,AIN,AppendedBlankField
2018,220,!,Out,86,NotYes,AIN,AppendedBlankField
2018,221,!,Out,90,NotYes,WHB,AppendedBlankField
2018,222,!,Out,106,NotYes,BLF,No
2018,223,!,Buckinghamshire,124,Y,WHB,AppendedBlankField
2018,224,!,Out,98,NotYes,AAO,AppendedBlankField
2018,225,!,Buckinghamshire,124,Y,WHB,AppendedBlankField
2018,226,!,Buckinghamshire,134,Y,WHB,AppendedBlankField
2018,227,!,Buckinghamshire,104,NotYes,WHB,AppendedBlankField
2018,228,!,Out,111,NotYes,WHB,AppendedBlankField
2018,229,!,Buckinghamshire,117,NotYes,WHB,No
2018,230,!,Out,98,NotYes,AIN,AppendedBlankField
2018,231,!,Out,124,Y,AAO,AppendedBlankField
2018,232,!,Buckinghamshire,80,NotYes,BLF,AppendedBlankField
2018,233,!,Out,128,Y,WHB,AppendedBlankField
2018,234,!,Buckinghamshire,82,NotYes,AAO,AppendedBlankField
2018,235,!,Buckinghamshire,82,NotYes,BLF,AppendedBlankField
2018,236,!,Buckinghamshire,90,NotYes,WHB,AppendedBlankField
2018,237,!,Out,113,NotYes,AAO,AppendedBlankField
2018,238,!,Buckinghamshire,87,NotYes,WHB,AppendedBlankField
2018,239,!,Out,111,NotYes,MWB,AppendedBlankField
2018,240,!,Out,104,NotYes,BLG,AppendedBlankField
2018,241,!,Buckinghamshire,135,Y,WHB,AppendedBlankField
2018,242,!,Out,135,Y,WHB,AppendedBlankField
2018,243,!,Buckinghamshire,131,Y,WHB,AppendedBlankField
2018,244,!,Buckinghamshire,108,NotYes,WHB,No
2018,245,!,Out,100,NotYes,WHB,AppendedBlankField
2018,246,!,Out,115,NotYes,NOT,No
2018,247,!,Out,137,Y,AIN,AppendedBlankField
2018,248,!,Out,98,NotYes,BLG,AppendedBlankField
2018,249,!,Out,131,Y,APK,AppendedBlankField
2018,250,!,Buckinghamshire,126,Y,WHB,AppendedBlankField
2018,251,!,Out,114,NotYes,WHB,AppendedBlankField
2018,252,!,Buckinghamshire,118,NotYes,WHB,No
2018,253,!,Buckinghamshire,106,NotYes,WHB,AppendedBlankField
2018,254,!,Buckinghamshire,86,NotYes,WHB,AppendedBlankField
2018,255,!,Out,124,Y,MOT,AppendedBlankField
2018,256,!,Buckinghamshire,79,NotYes,WHB,AppendedBlankField
2018,257,!,Out,106,NotYes,CHE,AppendedBlankField
2018,258,!,Buckinghamshire,95,NotYes,WHB,AppendedBlankField
2018,259,!,Buckinghamshire,85,NotYes,WHA,AppendedBlankField
2018,260,!,Buckinghamshire,83,NotYes,AAO,AppendedBlankField
2018,261,!,Buckinghamshire,108,NotYes,WHB,AppendedBlankField
2018,262,!,Buckinghamshire,76,NotYes,APK,AppendedBlankField
2018,263,!,Buckinghamshire,83,NotYes,WHB,AppendedBlankField
2018,264,!,Out,121,Y,REF,AppendedBlankField
2018,265,!,Out,142,Y,AIN,AppendedBlankField
2018,266,!,Buckinghamshire,132,Y,APK,AppendedBlankField
2018,267,!,Out,131,Y,AIN,AppendedBlankField
2018,268,!,Out,119,NotYes,BLF,AppendedBlankField
2018,269,!,Out,139,Y,NOT,AppendedBlankField
2018,270,!,Out,142,Y,AIN,AppendedBlankField
2018,271,!,Out,103,NotYes,WHB,AppendedBlankField
2018,272,!,Out,138,Y,WHA,AppendedBlankField
2018,273,!,Buckinghamshire,146,Y,AIN,AppendedBlankField
2018,274,!,Buckinghamshire,79,NotYes,APK,AppendedBlankField
2018,275,!,Out,113,NotYes,AAO,AppendedBlankField
2018,276,!,Buckinghamshire,86,NotYes,APK,AppendedBlankField
2018,277,!,Buckinghamshire,89,NotYes,WHB,AppendedBlankField
2018,278,!,Buckinghamshire,93,NotYes,WHB,AppendedBlankField
2018,279,!,Buckinghamshire,79,NotYes,APK,AppendedBlankField
2018,280,!,Buckinghamshire,93,NotYes,AIN,AppendedBlankField
2018,281,!,Buckinghamshire,135,Y,AIN,AppendedBlankField
2018,282,!,Buckinghamshire,88,NotYes,WHB,AppendedBlankField
2018,283,!,Buckinghamshire,107,NotYes,WHB,AppendedBlankField
2018,284,!,Out,143,Y,AIN,AppendedBlankField
2018,285,!,Out,139,Y,AIN,AppendedBlankField
2018,286,!,Out,115,NotYes,WHB,No
2018,287,!,Buckinghamshire,119,Y,WHB,Yes
2018,288,!,Out,133,Y,AIN,AppendedBlankField
2018,289,!,Buckinghamshire,125,Y,REF,AppendedBlankField
2018,290,!,Buckinghamshire,122,Y,MWB,AppendedBlankField
2018,291,!,Buckinghamshire,133,Y,WHB,AppendedBlankField
2018,292,!,Buckinghamshire,114,Y,WHB,Yes
2018,293,!,Buckinghamshire,89,NotYes,MWB,AppendedBlankField
2018,294,!,Out,105,NotYes,APK,AppendedBlankField
2018,295,!,Buckinghamshire,100,NotYes,WHB,AppendedBlankField
2018,296,!,Buckinghamshire,111,NotYes,WHB,AppendedBlankField
2018,297,!,Buckinghamshire,88,NotYes,WHB,AppendedBlankField
2018,298,!,Buckinghamshire,106,NotYes,WHB,AppendedBlankField
2018,299,!,Out,115,NotYes,MBA,AppendedBlankField
2018,300,!,Out,138,Y,AAO,AppendedBlankField
2018,301,!,Out,96,NotYes,AIN,AppendedBlankField
2018,302,!,Buckinghamshire,76,NotYes,WHB,AppendedBlankField
2018,303,!,Out,117,NotYes,AIN,AppendedBlankField
2018,304,!,Buckinghamshire,81,NotYes,WHB,AppendedBlankField
2018,305,!,Buckinghamshire,120,Y,WHB,Yes
2018,306,!,Buckinghamshire,108,NotYes,AppendedBlankField,AppendedBlankField
2018,307,!,Buckinghamshire,107,NotYes,WHB,AppendedBlankField
2018,308,!,Out,109,NotYes,NOT,AppendedBlankField
2018,309,!,Buckinghamshire,133,Y,REF,AppendedBlankField
2018,310,!,Buckinghamshire,77,NotYes,APK,AppendedBlankField
2018,311,!,Out,106,NotYes,APK,AppendedBlankField
2018,312,!,Buckinghamshire,106,NotYes,WHB,AppendedBlankField
2018,313,!,Buckinghamshire,95,NotYes,WHB,AppendedBlankField
2018,314,!,Buckinghamshire,108,NotYes,WHB,AppendedBlankField
2018,315,!,Buckinghamshire,89,NotYes,MWA,AppendedBlankField
2018,316,!,Out,96,NotYes,MOT,AppendedBlankField
2018,317,!,Buckinghamshire,117,NotYes,WHA,No
2018,318,!,Out,133,Y,MBA,AppendedBlankField
2018,319,!,Buckinghamshire,144,Y,WHB,AppendedBlankField
2018,320,!,Buckinghamshire,82,NotYes,WHB,AppendedBlankField
2018,321,!,Buckinghamshire,73,NotYes,APK,AppendedBlankField
2018,322,!,Buckinghamshire,113,NotYes,REF,AppendedBlankField
2018,323,!,Out,117,NotYes,NOT,AppendedBlankField
2018,324,!,Buckinghamshire,80,NotYes,APK,AppendedBlankField
2018,325,!,Out,128,Y,APK,AppendedBlankField
2018,326,!,Out,124,Y,AAO,AppendedBlankField
2018,327,!,Buckinghamshire,101,NotYes,MWA,AppendedBlankField
2018,328,!,Buckinghamshire,96,NotYes,WHB,AppendedBlankField
2018,329,!,Out,136,Y,WHB,AppendedBlankField
2018,330,!,Buckinghamshire,94,NotYes,WHB,AppendedBlankField
2018,331,!,Out,117,NotYes,AAO,No
2018,332,!,Out,133,Y,AIN,AppendedBlankField
2018,333,!,Buckinghamshire,87,NotYes,WHA,AppendedBlankField
2018,334,!,Out,116,NotYes,NOT,AppendedBlankField
2018,335,!,Buckinghamshire,126,Y,WHB,AppendedBlankField
2018,336,!,Out,102,NotYes,WHB,AppendedBlankField
2018,337,!,Buckinghamshire,105,NotYes,WHB,No
2018,338,!,Buckinghamshire,106,NotYes,WHB,AppendedBlankField
2018,339,!,Out,117,NotYes,APK,No
2018,340,!,Buckinghamshire,95,NotYes,WHB,AppendedBlankField
2018,341,!,Out,146,Y,AIN,AppendedBlankField
2018,342,!,Buckinghamshire,111,NotYes,WHB,AppendedBlankField
2018,343,!,Buckinghamshire,101,NotYes,WHB,AppendedBlankField
2018,344,!,Buckinghamshire,73,NotYes,WHB,AppendedBlankField
2018,345,!,Buckinghamshire,91,NotYes,WHB,AppendedBlankField
2018,346,!,Buckinghamshire,96,NotYes,WHA,AppendedBlankField
2018,347,!,Buckinghamshire,122,Y,WHB,AppendedBlankField
2018,348,!,Buckinghamshire,90,NotYes,APK,AppendedBlankField
2018,349,!,Buckinghamshire,138,Y,WHB,AppendedBlankField
2018,350,!,Buckinghamshire,111,NotYes,WHB,AppendedBlankField
2018,351,!,Out,105,NotYes,AAO,AppendedBlankField
2018,352,!,Buckinghamshire,82,NotYes,WHB,AppendedBlankField
2018,353,!,Buckinghamshire,127,Y,WHB,AppendedBlankField
2018,354,!,Out,124,Y,WHB,AppendedBlankField
2018,355,!,Buckinghamshire,91,NotYes,WHB,AppendedBlankField
2018,356,!,Buckinghamshire,127,Y,WHB,AppendedBlankField
2018,357,!,Buckinghamshire,137,Y,AIN,AppendedBlankField
2018,358,!,Out,118,NotYes,NOT,AppendedBlankField
2018,359,!,Buckinghamshire,94,NotYes,WHB,AppendedBlankField
2018,360,!,Out,137,Y,AIN,AppendedBlankField
2018,361,!,Buckinghamshire,128,Y,WHB,AppendedBlankField
2018,362,!,Out,144,Y,WHB,AppendedBlankField
2018,363,!,Out,117,NotYes,WHB,AppendedBlankField
2018,364,!,Out,137,Y,AIN,AppendedBlankField
2018,365,!,Buckinghamshire,125,Y,WHR,AppendedBlankField
2018,366,!,Buckinghamshire,100,NotYes,AIN,AppendedBlankField
2018,367,!,Out,69,NotYes,AAO,AppendedBlankField
2018,368,!,Buckinghamshire,137,Y,AIN,AppendedBlankField
2018,369,!,Out,130,Y,APK,AppendedBlankField
2018,370,!,Out,142,Y,AAO,AppendedBlankField
2018,371,!,Buckinghamshire,136,Y,AIN,AppendedBlankField
2018,372,!,Out,122,Y,AIN,AppendedBlankField
2018,373,!,Out,130,Y,AIN,AppendedBlankField
2018,374,!,Out,111,NotYes,BLF,AppendedBlankField
2018,375,!,Out,119,NotYes,AAO,AppendedBlankField
2018,376,!,Buckinghamshire,115,NotYes,WHB,AppendedBlankField
2018,377,!,Out,105,NotYes,BLF,AppendedBlankField
2018,378,!,Buckinghamshire,108,NotYes,WHB,AppendedBlankField
2018,379,!,Buckinghamshire,137,Y,WHB,AppendedBlankField
2018,380,!,Buckinghamshire,95,NotYes,WHB,AppendedBlankField
2018,381,!,Out,103,NotYes,WHB,AppendedBlankField
2018,382,!,Buckinghamshire,124,Y,WHB,AppendedBlankField
2018,383,!,Buckinghamshire,103,NotYes,MWA,AppendedBlankField
2018,384,!,Out,80,NotYes,NOT,AppendedBlankField
2018,385,!,Out,120,NotYes,AIN,AppendedBlankField
2018,386,!,Buckinghamshire,124,Y,WHB,AppendedBlankField
2018,387,!,Out,136,Y,APK,AppendedBlankField
2018,388,!,Out,128,Y,WHB,AppendedBlankField
2018,389,!,Buckinghamshire,111,NotYes,APK,AppendedBlankField
2018,390,!,Out,129,Y,BLF,AppendedBlankField
2018,391,!,Buckinghamshire,86,NotYes,WHB,AppendedBlankField
2018,392,!,Out,112,NotYes,AIN,AppendedBlankField
2018,393,!,Buckinghamshire,138,Y,APK,AppendedBlankField
2018,394,!,Buckinghamshire,67,NotYes,WHA,AppendedBlankField
2018,395,!,Buckinghamshire,92,NotYes,MWB,AppendedBlankField
2018,396,!,Out,111,NotYes,AIN,AppendedBlankField
2018,397,!,Out,109,NotYes,NOT,AppendedBlankField
2018,398,!,Out,112,NotYes,AIN,AppendedBlankField
2018,399,!,Buckinghamshire,98,NotYes,WHB,AppendedBlankField
2018,400,!,Buckinghamshire,126,Y,WHB,AppendedBlankField
2018,401,!,Out,123,Y,REF,AppendedBlankField
2018,402,!,Out,103,NotYes,AIN,AppendedBlankField
2018,403,!,Buckinghamshire,80,NotYes,WHB,AppendedBlankField
2018,404,!,Buckinghamshire,105,NotYes,WHB,AppendedBlankField
2018,405,!,Buckinghamshire,147,Y,APK,AppendedBlankField
2018,406,!,Buckinghamshire,109,NotYes,WHB,No
2018,407,!,Buckinghamshire,75,NotYes,WHB,AppendedBlankField
2018,408,!,Buckinghamshire,127,Y,WHB,AppendedBlankField
2018,409,!,Out,125,Y,APK,AppendedBlankField
2018,410,!,Out,138,Y,AAO,AppendedBlankField
2018,411,!,Out,146,Y,AIN,AppendedBlankField
2018,412,!,Out,127,Y,AIN,AppendedBlankField
2018,413,!,Buckinghamshire,143,Y,WHB,AppendedBlankField
2018,414,!,Out,117,NotYes,BLF,No
2018,415,!,Buckinghamshire,95,NotYes,MWA,AppendedBlankField
2018,416,!,Out,116,NotYes,REF,AppendedBlankField
2018,417,!,Buckinghamshire,112,NotYes,AIN,AppendedBlankField
2018,418,!,Buckinghamshire,114,NotYes,WHB,No
2018,419,!,Out,132,Y,AIN,AppendedBlankField
2018,420,!,Out,125,Y,AIN,AppendedBlankField
2018,421,!,Out,106,NotYes,AAO,AppendedBlankField
2018,422,!,Out,108,NotYes,AIN,AppendedBlankField
2018,423,!,Out,134,Y,WHB,AppendedBlankField
2018,424,!,Buckinghamshire,121,Y,WHB,AppendedBlankField
2018,425,!,Buckinghamshire,98,NotYes,APK,AppendedBlankField
2018,426,!,Buckinghamshire,83,NotYes,MWB,AppendedBlankField
2018,427,!,Out,115,NotYes,AIN,AppendedBlankField
2018,428,!,Out,116,NotYes,APK,AppendedBlankField
2018,429,!,Out,95,NotYes,APK,AppendedBlankField
2018,430,!,Buckinghamshire,141,Y,AIN,AppendedBlankField
2018,431,!,Out,102,NotYes,NOT,AppendedBlankField
2018,432,!,Out,96,NotYes,NOT,AppendedBlankField
2018,433,!,Out,109,NotYes,AIN,AppendedBlankField
